43016,31022159,2004.0,None,5/3/2004,04,1.0,1.0,Y,03030,None,01,106,1.0,03,Y,03,1,3,1,2,09,1,ZZ,KC,N4,31577,31758,5/3/2004 1:20:00 PM,NYC PD,1,000,1,None,4503677.99291,599057.975121,506992274.0,443463.0,58.5227,1,22.0,N,310221592004,-73.8278582697,40.6780321991,Queens,410,15,27,32,6,38003,South Ozone Park,106,36081010000,100,None,38
43098,31307734,2004.0,None,9/11/2004,04,1.0,0.0,Y,03030,None,01,102,1.0,03,Y,01,4,1,1,1,09,1,07,K,N4,37992,None,9/11/2004 12:05:00 AM,NYC PD,1,000,1,Y,4504813.26,597342.3,435464078.0,438324.0,None,None,21.0,N,313077342004,-73.8479796264,40.6884617479,Queens,409,15,27,30,9,38015,Woodhaven,102,36081002000,20,None,38
44485,31144008,2004.0,None,3/15/2004,04,1.0,0.0,Y,03030,None,01,067,1.0,03,Y,01,4,1,1,1,09,2,04,K,N2, 2402, 2403,3/15/2004 10:45:00 PM,NYC PD,1,000,1,None,4499802.55211,590141.581742,435475712.0,185715.0,35.7081,7,22.0,N,311440082004,-73.9339024892,40.6441481662,Brooklyn,317,21,18,45,10,58021,East Flatbush - Farragut,67,36047083800,838,None,58
44976,30679701,2003.0,None,10/27/2003,04,1.0,0.0,Y,03030,None,01,023,1.0,03,Y,02,1,3,1,2,09,1,02,K,N3,10132,None,10/27/2003 2:00:00 PM,NYC PD,1,000,1,Y,4516481.99,589455.36,437964131.0,181585.0,None,None,21.0,N,306797012003,-73.9396355527,40.7944567417,Manhattan,111,28,4,8,15,68049,East Harlem North,23,36061018000,180,East and Central Harlem DPHO,68
45186,30399832,2003.0,None,1/2/2003,04,1.0,0.0,Y,03030,None,01,025,1.0,03,Y,02,4,5,1,2,09,1,ZZ,K,N3,10056,10095,1/2/2003 9:55:00 PM,NYC PD,1,000,3,None,4516905.98413,589347.778086,442493712.0,432576.0,73.6895,3,22.0,N,303998322003,-73.9408498726,40.7982873729,Manhattan,111,28,4,8,15,68081,East Harlem North,25,36061018200,182,East and Central Harlem DPHO,68
45206,30428678,2003.0,None,1/11/2003,04,1.0,0.0,Y,03030,None,01,023,1.0,03,Y,01,4,1,1,1,09,2,05,K,N3,10069,10070,1/11/2003 10:30:00 PM,NYC PD,1,000,1,None,4515835.57985,588686.658401,429078794.0,181507.0,40.4285,1,22.0,N,304286782003,-73.9488377539,40.7887178645,Manhattan,111,28,4,8,15,68017,East Harlem South,23,36061016600,166,East and Central Harlem DPHO,68
46848,31716399,2005.0,None,10/29/2005,04,1.0,0.0,Y,03030,None,01,042,2.0,03,Y,02,4,2,2,1,09,1,02,K,N1, 2566,None,10/29/2005 6:36:00 PM,NYC PD,1,000,1,Y,4520579.28,592256.0,437946500.0,436834.0,None,None,21.0,N,317163992005,-73.9058375734,40.8310507455,The Bronx,203,36,9,16,16,79050,Claremont - Bathgate,42,36005014500,145,Bronx DPHO,79
47229,31011710,2004.0,None,2/18/2004,04,1.0,0.0,Y,03030,None,01,075,2.0,03,Y,01,4,1,1,1,09,2,13,K,N2, 3577, 3955,2/18/2004 7:10:00 PM,NYC PD,1,000,1,None,4501612.82736,593101.18845,436995748.0,199320.0,77.6968,1,22.0,N,310117102004,-73.8986374605,40.6601250959,Brooklyn,305,19,19,42,10,40052,East New York (part B),75,36047113200,1132,Brooklyn DPHO,40
48943,30804186,2003.0,None,9/4/2003,04,1.0,0.0,Y,03030,None,01,041,1.0,03,Y,02,3,2,1,1,09,1,02,K,N1,10431,None,9/4/2003 9:30:00 PM,NYC PD,1,000,3,Y,4518424.85,593575.24,436984477.0,435901.0,None,None,21.0,N,308041862003,-73.8905175249,40.8114967322,The Bronx,202,32,8,17,16,84084,Hunts Point,41,36005009300,93,Bronx DPHO,84
49110,31332129,2004.0,None,10/2/2004,04,1.0,0.0,Y,03030,None,01,040,2.0,03,Y,02,1,2,1,1,09,1,05,K,N1,10317,None,10/2/2004 11:38:00 AM,NYC PD,1,000,1,Y,4518494.74,592397.17,438372007.0,194621.0,None,None,21.0,N,313321292004,-73.9044725816,40.812259682,The Bronx,201,32,7,17,16,84069,Mott Haven - Port Morris,40,36005003100,31,Bronx DPHO,84
